page_one_based,chapter,chapter_page_one_based,chapter_title,path,bytes,sha256,width,height,nonwhite_pixels_below_250,nonwhite_fraction,content_bbox,touches_image_edge
344,66,51,대수공간의 성질,evidence/visual-qa-r3/pages-120dpi/page-344.png,293559,C0082A2818309ABA631F7448488F495F90B71DA36FA4ECC5BE8B65AA588772BA,1020,1320,82841,0.06152778,"138,161,882,1155",false
345,67,1,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-345.png,121361,7CBCA663FD7399E1AE9F69A92CA7DC1D7A8FAA323DE0F62DE9A2B0344780B9A7,1020,1320,27288,0.02026738,"158,250,882,1183",false
346,67,2,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-346.png,299712,081A27BD682150FD1014BE275E0B99B4BDF48EC08F14A13F5CFB1F33A778A970,1020,1320,82663,0.06139557,"138,161,882,1166",false
347,67,3,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-347.png,305687,AC8BA02F57746F61279CB102A46CC6057793BB8F4F38EF861BB93A00CE258664,1020,1320,86699,0.06439320,"138,161,882,1165",false
348,67,4,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-348.png,296335,47895A11EFAE9FBA483B9B94C823BE63C0051593141448D0D366B6DCDC899C13,1020,1320,81533,0.06055630,"138,161,882,1167",false
349,67,5,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-349.png,290767,29EE8D0357AF78FE2BE70D62BC394BFA421056AA5D23726D57F465E9EF72FABB,1020,1320,82513,0.06128417,"138,161,882,1168",false
350,67,6,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-350.png,304365,38D14EBC2BE3EEB4515CA398DA6EC128134684CC8D8E9B40960D5EEDC32E87BE,1020,1320,85010,0.06313874,"138,161,885,1167",false
351,67,7,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-351.png,272486,799348BF651E2C555239DBFE471E2B42D5023C9658247A77ADCCA5324DB99BED,1020,1320,75309,0.05593360,"138,161,882,1168",false
352,67,8,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-352.png,259147,1529C0FE974F23B4610789169E15267B8727516576841591E2F54D9AA3A1B13B,1020,1320,72979,0.05420306,"138,161,882,1165",false
353,67,9,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-353.png,283466,4E45ABBFEC95502B156364795B0D830AFF91DF923FBDC7F828AE9F5B4E391126,1020,1320,79118,0.05876263,"138,161,882,1169",false
354,67,10,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-354.png,299166,26C9CA14F0CE46B426AF0E3E664140F6FB89E1EF654841E3A3AD3CE5DB469781,1020,1320,83720,0.06218063,"138,161,882,1165",false
355,67,11,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-355.png,333621,F61E88B2032F38F08405D0D78966B435E3127ABEF90197D0C6423FE2C7F611B3,1020,1320,94210,0.06997178,"138,161,882,1166",false
356,67,12,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-356.png,374871,DCBA9B2C80D5D7A2815BB850C77A9F973B7CE9C670D26FDAF7B4FF5ADE56B3B7,1020,1320,108472,0.08056447,"138,161,882,1168",false
357,67,13,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-357.png,244949,3730681B2FA52A96E90CDC9E6222A93BA4ED6808EB12CEE8F511041F3B9C833F,1020,1320,68498,0.05087493,"138,161,882,1165",false
358,67,14,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-358.png,363688,FA9C5C0E04EEC5CC7097F8C5A8AE5E57E7724FB7496FA6A34A1235D265275B37,1020,1320,103564,0.07691919,"138,161,882,1167",false
359,67,15,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-359.png,365403,C0F9EEDC544A4AC3F76F7C0682D65A75F13717CB758C57D1D6B32A010C731BB9,1020,1320,105070,0.07803773,"138,161,882,1166",false
360,67,16,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-360.png,320445,A94A3FBB5196D2FD00120970417322F3BCAC15499F3211B74DAFE9E6F2C36FED,1020,1320,89290,0.06631759,"138,161,882,1165",false
361,67,17,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-361.png,359692,8CF0199DEBA01FE26E407703D15CFD8CFC9F6046167F5905CCAEB1D59B77866D,1020,1320,102406,0.07605912,"138,161,882,1166",false
362,67,18,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-362.png,389031,730ACF204D2915E0D237F680318622878DBD85F1183C10A96AFC479B76046352,1020,1320,112538,0.08358437,"138,161,882,1168",false
363,67,19,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-363.png,370231,D4B5D137FEAB10FDB7D00EDCAE3A292F49C1D1B2F89C6BE00437E34CEB6C8208,1020,1320,106973,0.07945113,"138,161,882,1167",false
364,67,20,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-364.png,363789,596EE649549111BCBE0FC10CEA3BDE063FFF333400E49E126E9AA7FA760FFACF,1020,1320,103539,0.07690062,"138,161,882,1168",false
365,67,21,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-365.png,330676,6D4675A86FAB79B524CCDA5644199083023DD204AE0E2A53C29ED55E250E61D1,1020,1320,93508,0.06945039,"138,161,882,1168",false
366,67,22,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-366.png,355749,58FE90497A942F188F3E3A9B91E51B3DA7AFB3E164AB5540CD12284C1C649E60,1020,1320,100605,0.07472148,"137,161,882,1167",false
367,67,23,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-367.png,329452,6F8F4DE5143E411DF5344B185143D8599E2321695DE786698AD8A21D2BB86523,1020,1320,94145,0.06992350,"137,161,882,1165",false
368,67,24,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-368.png,361621,CE53342530E7F6CF32346F373439BA767C7E1E9493BF33F18A25D3BE330C7F24,1020,1320,105284,0.07819667,"138,161,882,1167",false
369,67,25,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-369.png,375979,2F80A6C521B500E40511AFD03B4DD4B3C0446A4EB0571F48DAB226B09E038413,1020,1320,105328,0.07822935,"138,161,883,1166",false
370,67,26,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-370.png,408657,072F33FF0471D3F02F950D2362C6F5300739AE94A6DEB7039449039362C6E778,1020,1320,115514,0.08579471,"138,161,882,1167",false
371,67,27,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-371.png,229334,DD178230FA31A46FA8677F0E764399930343DA0260BFC063C4630275A6177AA1,1020,1320,62548,0.04645573,"138,161,882,1168",false
372,67,28,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-372.png,337524,DE3BD2A86F91723A36163B62AC54D5407E37674A9BB15DA435FBDC08B00CCBA6,1020,1320,95243,0.07073901,"138,161,882,1167",false
373,67,29,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-373.png,368641,300E5D1AFA5A0B729C9D1FEEEA18E2BE654B96EA53693C4E0B2192797AB42BF5,1020,1320,105505,0.07836081,"138,161,882,1168",false
374,67,30,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-374.png,312437,7DBAF5F7D35048B35FFC0E410D860E53AA954C407590CEDF018EA0694DA31B65,1020,1320,87218,0.06477867,"138,161,883,1169",false
375,67,31,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-375.png,341270,DA0A444A5CBF3F3F222F7EC136167248FBD29405C5E5DC938C936FD4032B6D97,1020,1320,94659,0.07030526,"138,161,882,1167",false
376,67,32,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-376.png,331394,79FDB4DDDB7AE2868FF33B8E07415FF4219682CE068C0E22EB63258260252A03,1020,1320,93078,0.06913102,"138,161,882,1168",false
377,67,33,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-377.png,347328,86EE0A75B1AE4853480C65F526C937F410A5E4920E1D9168220BEEC47D57F133,1020,1320,98463,0.07313057,"138,161,885,1167",false
378,67,34,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-378.png,356401,D428838C8DEFB3358677BA4CC7B7AC4DCB02893E141EA49FB815AAC8DB167A08,1020,1320,99298,0.07375074,"138,161,882,1166",false
379,67,35,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-379.png,255652,4D6F3CD00872BBC144F7DFF36B539A70662863AF87589D748A0791CCE93CD998,1020,1320,70654,0.05247623,"138,161,882,1166",false
380,67,36,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-380.png,337739,A9B5316863A89A4C7774C4C1ADACB39DEAADCDCD507578F9F5AFA59984704517,1020,1320,95306,0.07078580,"138,161,883,1166",false
381,67,37,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-381.png,261365,4560933182BFA31CB55AF6FD187BA588FD8547981BB4408DED5EF0BE40BB0D79,1020,1320,72803,0.05407234,"138,161,882,1166",false
382,67,38,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-382.png,263924,F5C42B933677B370745C45FC2AF33CC7D377E378D6580F6F9AB4754A7A8172EA,1020,1320,73421,0.05453134,"138,161,883,1168",false
383,67,39,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-383.png,321958,DCE3BECA24194AAF790ADAE64D1FDBB809B556435193EFC10DA9AECBA0E757A6,1020,1320,90205,0.06699718,"138,161,882,1166",false
384,67,40,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-384.png,382711,9B80B98F75950863C722120D300ADB45ED344C4BA2F4A113EED374570A6D159D,1020,1320,107480,0.07982769,"138,161,882,1169",false
385,67,41,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-385.png,358319,F8AFD31B3E89499A71964C8FDE3EF9B30E26B233F0B619580E5B30700E0CEDEF,1020,1320,99930,0.07422014,"138,161,882,1165",false
386,67,42,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-386.png,296007,D9E03CC46A290B6E54A6A4537991FB263F23A3550D711759C3A6A6153FA48A1E,1020,1320,81843,0.06078654,"138,161,882,1167",false
387,67,43,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-387.png,332634,722FCDF4454FC4C20A8EB66BFC5005605AF62F7D84FB0EB3685FF4FBA98C8CEB,1020,1320,93251,0.06925951,"138,161,882,1167",false
388,67,44,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-388.png,344947,4DD1C354F4087666CD055A38A6512E9D5D50B0154C712164A31E0A8279E4C674,1020,1320,97857,0.07268048,"138,161,882,1168",false
389,67,45,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-389.png,244658,7B2F5EFC015E629A22106B5656C56D7E01ACA0200A6A35083EAECBC989D78D3F,1020,1320,66658,0.04950832,"138,161,882,1167",false
390,67,46,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-390.png,352981,11C53C5D0245E03ABFFC5963A4C7B486342501C9EC1B5DD8EEF50AE774BCB226,1020,1320,98365,0.07305778,"138,161,882,1166",false
391,67,47,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-391.png,286614,E92FDAEEBF5BA1DCC9BE9700860310BC7DB3AE9EF671C26AA0B0A87B165B7117,1020,1320,79814,0.05927956,"138,161,882,1167",false
392,67,48,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-392.png,360153,72D43F96E857EDE74EA34804FC8A60261BBA7E920DBC826F1B616A0C5D3429A3,1020,1320,103747,0.07705511,"137,161,882,1167",false
393,67,49,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-393.png,284119,A3773C9193E3C132F89D285E94169206DD9228317B11F7228C1A60E42A914C3E,1020,1320,78089,0.05799837,"138,161,882,1166",false
394,67,50,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-394.png,256169,2209E7DE0A6243F95CBA8C829F03247BD12573608367583DE66F78BDE34EC1E8,1020,1320,71748,0.05328877,"138,161,882,1168",false
395,67,51,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-395.png,352127,37397BB0B6A8100D925247322F73E73AD0CF387E607D23F8ACF9E2723CB4BC82,1020,1320,99619,0.07398916,"138,161,883,1168",false
396,67,52,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-396.png,251525,8DBF96DAC867A66884CA0A1B41FB85914EE3B17F59EEC57D4C7174828FF38CD6,1020,1320,69059,0.05129159,"138,161,882,1164",false
397,67,53,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-397.png,381492,895FA913D3ECFF9DDEC01792118DB9836894B8F3E99AFF1D2CFC3C19FB609CBA,1020,1320,110092,0.08176768,"138,161,882,1167",false
398,67,54,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-398.png,381261,F8D88FE1425BC957E4E3A47E3608B159FA40561D6B6C1D1CD2D545C6B87BD1E9,1020,1320,107472,0.07982175,"138,161,883,1166",false
399,67,55,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-399.png,276802,794767E2169FE0DC74F387E6BA947898DF7F409168FFC2AC9192EE308B1332DF,1020,1320,78013,0.05794192,"138,161,882,1168",false
400,67,56,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-400.png,243574,EE9E0632213EF68B8C53607917E2BA03C422FD0EF097DDF4071D567D72FEE52F,1020,1320,66334,0.04926768,"138,161,882,1168",false
401,67,57,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-401.png,222574,2ECE613B547DAE88A98E6C29AFEF356E262839A8D16D326142978F2EDE9DB73A,1020,1320,60739,0.04511215,"138,161,882,1168",false
402,67,58,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-402.png,253730,B9251046E59509430DA29B962716DA9A90740DB98D0D8AB9B857A2CE3313FF80,1020,1320,69779,0.05182635,"138,161,882,1145",false
403,67,59,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-403.png,274287,21631E10B2F9FD6A42DAF46D1B20D91B541551DA84B7B4F670AB7AECA1B94619,1020,1320,76609,0.05689914,"138,161,882,1167",false
404,67,60,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-404.png,250744,45AEE0621687B01FBDD09F96B385F754566FBE97C01C4EF21957F0E570E225D9,1020,1320,67848,0.05039216,"138,161,882,1168",false
405,67,61,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-405.png,244981,2197695A349E42564E164399C50BE3A72DC5DEC480C8E64EF5EB019D83574A18,1020,1320,66753,0.04957888,"138,161,882,1166",false
406,67,62,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-406.png,364118,7D31D2725FCCFDDDF7B13AFE1A5CD2632D14C4B882A0FA383D94BCEAF24FF716,1020,1320,102446,0.07608883,"138,161,882,1166",false
407,67,63,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-407.png,254964,C4F923E803A46F26EB1EDDD270241757EFC073C38EFD5AB8D178807C5EFF1239,1020,1320,69847,0.05187686,"138,161,882,1166",false
408,67,64,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-408.png,360971,9F57C7A504D77A293ABF88BFDD4EB55DC99F6E6BCF8FEAA578A237D72CBB34D1,1020,1320,104458,0.07758318,"138,161,882,1167",false
409,67,65,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-409.png,223784,55952400AC9A64E93019EEE1466B402050630D073C34AE8AF5B77244E3551EFF,1020,1320,61419,0.04561720,"138,161,882,1166",false
410,67,66,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-410.png,282336,6E835E95ABA0F3967D5E473271ABEBC4CFAA816E6C56067B467B0FC59E46C1C6,1020,1320,78722,0.05846851,"138,161,882,1166",false
411,67,67,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-411.png,309121,27C37D6B8F35031A258BBC7E5DB91365B7BA3685859B3EA7A65044A4EE5FD148,1020,1320,85499,0.06350193,"138,161,882,1168",false
412,67,68,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-412.png,282388,72BB77BDCE5CC597922BC71735F02840EC24D9F949DE7BD9A28A6BE759DDAF89,1020,1320,78332,0.05817885,"138,161,882,1167",false
413,67,69,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-413.png,263915,3EC569D4DE8D9E3FED1479F71A02B56EB40CC6563D48BDA568F6C1FBA31D2DAD,1020,1320,73161,0.05433824,"138,161,882,1168",false
414,67,70,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-414.png,246648,F739C68D93668E81F522FCB9DEF44039A8921EFA6B653BE78EBCB72E43926F07,1020,1320,69420,0.05155971,"138,161,882,1168",false
415,67,71,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-415.png,313499,31C43B623C1D45D85B85940A81D013659AD09AF41394F3C8D3F84047E4E0CAEF,1020,1320,89757,0.06666444,"138,161,882,1166",false
416,67,72,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-416.png,250617,0B0BB3AF2946AE8F2F5990A052B48C9A48CD8FA9260DF55591EBD86F71892A7C,1020,1320,68003,0.05050728,"138,161,882,1166",false
417,67,73,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-417.png,241894,1F6FC3B4CC64F74343E9996958E34FB263A13AF07386441697E2B965B5D9CAD9,1020,1320,67489,0.05012552,"138,161,882,1168",false
418,67,74,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-418.png,338843,7211C1DE8086ABCFA1077E3B45194B315E96424BE2B349A61D4986AE2BE69A43,1020,1320,96346,0.07155823,"138,161,882,1165",false
419,67,75,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-419.png,215716,A50FD6CD0A758B8E96ABF309CDE92DFEBF30C06386C4056A59BA13D5CFEC6C27,1020,1320,58322,0.04331699,"138,161,882,1168",false
420,67,76,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-420.png,234377,E313C58E484D87BF5A3AAFDC9C0F941E20776E6BCEB53B1E4D00897B79D0D640,1020,1320,64462,0.04787730,"138,161,882,1166",false
421,67,77,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-421.png,274389,3D03A5E76433742D43F86BB10F8B2F6EB0F16F8B14A480608DD6082E7A9BCE82,1020,1320,78238,0.05810903,"138,161,882,1165",false
422,67,78,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-422.png,300992,830F7FE9B6013C4507FC2BA7F55E95EEDE806A296F5B72D2C27CA855E91ABEF9,1020,1320,84434,0.06271093,"138,161,882,1168",false
423,67,79,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-423.png,267060,FAA6D0E1DC4AD55D5D30A39D5E921EF79774A6072CE3F2595853C5CC6522701B,1020,1320,72670,0.05397356,"138,161,882,1166",false
424,67,80,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-424.png,319268,48CC5A49F21FE0132469722D39D74AF48397440227CB53DD0F09A227ACD15143,1020,1320,88604,0.06580808,"138,161,882,1168",false
425,67,81,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-425.png,361290,663CA736ECDA4728E310D145E2AC82503CE9AD78CBCC197AEBC70A260CB7E20F,1020,1320,102300,0.07598039,"138,161,882,1168",false
426,67,82,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-426.png,342624,582298645834BA6EF600F053654052953D38D47D8577A079BB79ACCEEA993C8E,1020,1320,96101,0.07137626,"138,161,882,1166",false
427,67,83,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-427.png,384742,1113D7FFE2D68C311AD80C89E912F180D714CA4A6138BD0F798160AC779A8632,1020,1320,111201,0.08259135,"138,161,882,1166",false
428,67,84,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-428.png,417420,C2B7FBB86A645F9256C0140B7CD0D1B60C0BE848D0D264AA5AB388643BB3A046,1020,1320,120836,0.08974747,"137,161,883,1169",false
429,67,85,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-429.png,340097,AB4C34FA72FAC53E23A538C47E6F270483CAD8F15FAC0862A03E9F5A56587498,1020,1320,94964,0.07053179,"138,161,883,1168",false
430,67,86,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-430.png,337734,B8F5FCBD28E6A7BFB2F53E419751FBB56DF0535B3162D793D0C8F53854C9A881,1020,1320,94102,0.06989156,"138,161,883,1167",false
431,67,87,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-431.png,414652,0202442F22DACEBAC8EA4E1222AEC99EB4DA127FE947D47948C98E4779B3E78E,1020,1320,117665,0.08739231,"138,161,883,1166",false
432,67,88,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-432.png,366683,CE79355F506640AC0C8517DEBEA3E25E3909E6CCAC0C1B0674EE6785AD635B52,1020,1320,101956,0.07572490,"138,161,882,1168",false
433,67,89,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-433.png,299368,AEBBCA4EA5B81F60DEF1B0D1B80DA31A371BC7C3361AEC6329C451A6EFBA0CD1,1020,1320,83021,0.06166147,"138,161,882,1166",false
434,67,90,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-434.png,319460,F11B3182171669D6EEEB80F07754720A888A936C58AA22BC5725D02E0C598F53,1020,1320,91225,0.06775475,"138,161,885,1167",false
435,67,91,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-435.png,314637,FC1AFD65052EAE7EB3896974AD5222803DEACC15260459CCAAFA0167551C34BA,1020,1320,89388,0.06639037,"138,161,883,1168",false
436,67,92,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-436.png,400437,A23F7C0525D4A4F5EC710B4E488C4737C99CF10B0FA454ABF807A7ED200FF4E4,1020,1320,115806,0.08601159,"138,161,882,1166",false
437,67,93,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-437.png,316955,B44D4AF7D97E2070F0013A2EF92836BB6447E23EA538F93F1E6BC5414738D038,1020,1320,87559,0.06503194,"138,161,883,1166",false
438,67,94,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-438.png,361463,37C935654A101E7D66E920E0A10F7171AC829991BA9DA1CA57ECCA1EF3B5E21E,1020,1320,102774,0.07633244,"138,161,882,1168",false
439,67,95,대수공간의 사상,evidence/visual-qa-r3/pages-120dpi/page-439.png,238058,1A9E23CE03E1E7EFF1CF96F588B71ADF2CF449B85EF5907EA357493D96D75F08,1020,1320,65297,0.04849747,"138,161,882,974",false
440,68,1,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-440.png,159345,458C8C1D9DF84A675BAA35DEA3D9CC999C9B48D6078454DAB41241B7792EFCE5,1020,1320,40713,0.03023841,"138,250,882,1183",false
441,68,2,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-441.png,327153,83289C23B1E7BD6EA448AB90AF7F1C33A02D5BAF2003FEF11DC338821C456FDF,1020,1320,93321,0.06931150,"138,161,882,1165",false
442,68,3,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-442.png,297992,8FB40CFDD1204A5A28B0F00897312F335AA182BA288C6F4C3936B20670D25842,1020,1320,82925,0.06159017,"138,161,882,1166",false
443,68,4,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-443.png,296684,4992BC489996373A5096E50DCC2F3AD0399F343A7D6C49B628AFA2B9D7898485,1020,1320,83625,0.06211007,"138,161,882,1168",false
444,68,5,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-444.png,314903,4757F8902E074BDDA58D711DA3E9755F7A9082474119B66A510290E9AA54691F,1020,1320,89894,0.06676619,"138,161,882,1167",false
445,68,6,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-445.png,338953,946F7A7947051346F77DCDA695928F813E231CCFDB6C52AF8DA8EB1474525E16,1020,1320,97167,0.07216800,"138,161,882,1168",false
446,68,7,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-446.png,340846,B7D8DFEE283932964FF8A132B1971A6B575AA733C84CE5295961E2DFDF9BA3C7,1020,1320,98921,0.07347074,"138,161,882,1167",false
447,68,8,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-447.png,262090,3394CF171647A3BF69B0B4356417CA31CC1705D8738A9CF99682142D5CBCF6DC,1020,1320,71477,0.05308749,"138,161,882,1167",false
448,68,9,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-448.png,394573,B987AFB800F7E78FA17D9EF55F4F97FE377979F2F1AA0C8E334CD0E80F04BB3E,1020,1320,112734,0.08372995,"138,161,882,1168",false
449,68,10,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-449.png,309980,702171C8CCE9A293268933314C7A2AC6BDBD481E884A5E660C75EDCC989EB884,1020,1320,87843,0.06524287,"138,161,882,1166",false
450,68,11,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-450.png,327056,DA8D8786BA11B60CABFF504CA60E40B2999B507DDE202EE0EAF066EAEFE7C912,1020,1320,92683,0.06883764,"138,161,882,1170",false
451,68,12,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-451.png,352663,29B0EAC79ECCBCB08D23661D8A536873C58FDF8683DDF21B855219CE365DE6B3,1020,1320,100203,0.07442291,"138,161,882,1168",false
452,68,13,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-452.png,327161,E584CDCF9C79D7F34B8D35AC0CB47449A7AD022545D10AA34759525E2D8D2A9A,1020,1320,93470,0.06942216,"138,161,882,1168",false
453,68,14,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-453.png,393793,27FA87F000AD3258BDDB18D539B118F2770341A97D983A19F72BEE4D0AB8DB73,1020,1320,112614,0.08364082,"138,161,882,1166",false
454,68,15,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-454.png,374278,2F71D58813E169B6F4A4DB72AB981EEE0BE6A5A113CE1A658E8443AADA40DC24,1020,1320,105076,0.07804219,"138,161,882,1168",false
455,68,16,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-455.png,385332,D12B9763821CF544AA0570717BD331BF66C11E8C31EF6A4351AE245301AC39DE,1020,1320,108967,0.08093212,"137,161,882,1168",false
456,68,17,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-456.png,355556,E22EC874A118A40D614B2945A2D1800AFA05B1EC6B57FD3CDE1DDD9247C1E446,1020,1320,102240,0.07593583,"138,161,882,1165",false
457,68,18,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-457.png,401917,8E2B479AA52EF1FB9EB6AB56FE51E629DE837F3DC0630434DC33C08A4DAF2D9C,1020,1320,115037,0.08544043,"138,161,882,1166",false
458,68,19,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-458.png,352022,DBA007831B67AEC61FF2F4B1F57B7A823A4F98B7B440DC043D7E1A4634E3CB80,1020,1320,99869,0.07417484,"137,161,882,1168",false
459,68,20,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-459.png,408781,2E10CD89FCFAF60BCEF8755657B22F6100C71A18CF8B5A3C75E6115D05C16337,1020,1320,116569,0.08657828,"138,161,882,1168",false
460,68,21,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-460.png,476591,CD262DAAA0BEDECF7A31C473D573BBB5C65A807F4380C0110AFB96039A1EA6BA,1020,1320,137850,0.10238414,"138,161,882,1167",false
461,68,22,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-461.png,332233,4924D3B2B8C94FC118D4F712EDF7FA934A2600D2D8858E51B1CD06639EA02CE8,1020,1320,93410,0.06937760,"138,161,882,1168",false
462,68,23,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-462.png,365698,403F049545EEC1C814EABD6D1719107529B2D3DC2E5A454EBDB041BDBA62AD4D,1020,1320,103802,0.07709596,"138,161,882,1166",false
